"ID","Status","Subject","Requester","Requested","Assignee"
"27850354","Closed","Incident - PROD - Ingestion - Avail - Transaction_Drop - Receiving_Adjustment","BigPanda","2025-05-11 07:33","Himansu Kandwal"
"27850287","Closed","Incident - PROD - Ingestion - Avail - Transaction_Drop - Ingestion_Receiving_Adjustment","BigPanda","2025-05-11 07:16","Himansu Kandwal"
"27852995","Closed","Incident - PROD - Store Ingestion Adapter","BigPanda","2025-05-11 19:00","Himansu Kandwal"
"27853171","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CR_Counts","BigPanda","2025-05-11 20:00","Himansu Kandwal"
"27852484","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - SCRATCH_CARD_PUT_AWAY_DROP","BigPanda","2025-05-11 16:00","Himansu Kandwal"
"27854785","Closed","Spike in Level and Availability API - May 12th","PraveenKumar KG","2025-05-12 05:25","Himansu Kandwal"
"27835469","Closed","stock transfer retry spike","Sajith Sanal","2025-05-09 05:10","Himansu Kandwal"
"27838199","Closed","Incident - PROD - Ingestion - Level - Scheduler_Service - Pending_Schedule_Count","BigPanda","2025-05-09 09:45","Himansu Kandwal"
"27854457","Closed","Incident - PROD - API - Level - Level_V5 - 5xx_Error","BigPanda","2025-05-12 04:06","Himansu Kandwal"
"27848368","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CR_Counts","BigPanda","2025-05-10 19:00","Himansu Kandwal"
"27848234","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - CR_Count","BigPanda","2025-05-10 18:00","Himansu Kandwal"
"27801064","Closed","Incident - PROD - Ingestion - Avail - S3 Schedule Failure - Ingestion_Sba","BigPanda","2025-05-05 06:01","Areti Raghuram"
"27857744","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error more than 20 5xx errors in last 3 mins","BigPanda","2025-05-12 09:51","Himansu Kandwal"
"27857358","Closed","Incident - PROD - Policy: 'kafka_lag_correction_ingestion'. Condition: 'correction_inbound_modern_stock_take_v1_lag'","BigPanda","2025-05-12 09:23","Himansu Kandwal"
"27855102","Closed","user corrections | UOD Lister (Single Sheet).xlsm","Areti Raghuram","2025-05-12 06:10","Areti Raghuram"
"27855087","Closed","user corrections | UOD Lister (Single Sheet).xlsm","Areti Raghuram","2025-05-12 06:08","Areti Raghuram"
"27850977","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-11 10:01","Himansu Kandwal"
"27854641","Closed","Incident - PROD - Transfers Ingestion","BigPanda","2025-05-12 05:00","Himansu Kandwal"
"27855752","Closed","Incident - PROD - API - Data_Level - Location_API - Status_Code_Error : { 20 } alert","BigPanda","2025-05-12 07:24","Himansu Kandwal"
"27855352","Closed","user correction | alation counts May8th May9th May10th","Areti Raghuram","2025-05-12 06:40","Areti Raghuram"
"27851661","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 20 } alert","BigPanda","2025-05-11 12:23","Himansu Kandwal"
"27846841","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 20 } alert","BigPanda","2025-05-10 12:24","Himansu Kandwal"
"27849288","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 20 } alert","BigPanda","2025-05-11 01:53","Himansu Kandwal"
"27854789","Closed","ISC should capture 100% of the traffic","PraveenKumar KG","2025-05-12 05:27","Himansu Kandwal"
"27836868","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-09 08:00","Himansu Kandwal"
"27850454","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-11 08:00","Himansu Kandwal"
"27846056","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-10 10:01","Himansu Kandwal"
"27845344","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-10 08:00","Himansu Kandwal"
"27838410","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-09 10:01","Himansu Kandwal"
"27843514","Closed","Incident - PROD - API - Whistl Snapshot - Stock quantity mismatch identified during the EOD snapshot","BigPanda","2025-05-10 00:01","Himansu Kandwal"
"27855275","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-12 06:31","Himansu Kandwal"
"27850843","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-11 09:31","Himansu Kandwal"
"27850460","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CSD_Transfer_Out","BigPanda","2025-05-11 08:01","Himansu Kandwal"
"27854436","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-12 04:01","Himansu Kandwal"
"27845726","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-10 09:01","Himansu Kandwal"
"27835447","Closed","Incident - PROD - API - Level - Level_V5 - 5xx_Error","BigPanda","2025-05-09 05:06","Himansu Kandwal"
"27835476","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error more than 20 5xx errors in last 3 mins","BigPanda","2025-05-09 05:11","Himansu Kandwal"
"27836713","Closed","PDA count old transaction received - Source Transaction Date 2024-06-20T05:26:18Z","Himansu Kandwal","2025-05-09 07:45","Himansu Kandwal"
"27854608","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 2,20 } alert","BigPanda","2025-05-12 04:53","Gunjan Mayekar"
"27854281","Closed","Run dashboard - Ingestion Error - May 11","Zikria Shaik","2025-05-12 03:08","Zikria Shaik"
"27854131","Closed","Run dashboard - Level API P99 Time Error - May 11","Zikria Shaik","2025-05-12 02:39","Zikria Shaik"
"27854080","Closed","Run dashboard - Level API P99 Time Error - May 10","Zikria Shaik","2025-05-12 02:19","Zikria Shaik"
"27854065","Closed","Run dashboard - Availability API P99 Response Time Error -May 10","Zikria Shaik","2025-05-12 02:12","Zikria Shaik"
"27854038","Closed","Run dashboard - Ingestion Error -May 10","Zikria Shaik","2025-05-12 02:01","Zikria Shaik"
"27843572","Closed","Incident - PROD - API - 3PL Ingestion - Snapshot Scheduler Job","BigPanda","2025-05-10 00:23","Zikria Shaik"
"27839141","Closed","user correction | central corrections | Re: SRS central stock adjustment processing for Week 202510","Diksha Chowdhary","2025-05-09 11:03","Areti Raghuram"
"27838351","Closed","user corrections | invoice refusal | RE: back out","Distribution Service Helpline Andrew","2025-05-09 09:57","Areti Raghuram"
"27838206","Closed","user corrections | transfers | FW: Stock transfer request 5446 to 3151","Ian Redpath","2025-05-09 09:45","Areti Raghuram"
"27838192","Closed","user corrections | transfers | FW: Stock transfer","Ian Redpath","2025-05-09 09:44","Areti Raghuram"
"27835459","Closed","Standard TPNB not found in deliveries ingestion","Sajith Sanal","2025-05-09 05:08","Himansu Kandwal"
"27837505","Closed","user corrections | alation count correction","Areti Raghuram","2025-05-09 08:52","Areti Raghuram"
"27837182","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 20 } alert","BigPanda","2025-05-09 08:24","Himansu Kandwal"
"27835466","Closed","supply service retry spike","Sajith Sanal","2025-05-09 05:09","Himansu Kandwal"
"27819904","Closed","Incident - PROD - Stock 3pl Ingestion","BigPanda","2025-05-07 09:01","Himansu Kandwal"
"27814551","Closed","Incident - PROD - Stock 3pl Ingestion","BigPanda","2025-05-06 14:13","Himansu Kandwal"
"27835485","Closed","Supply TCF issue","Sajith Sanal","2025-05-09 05:12","Himansu Kandwal"
"27806911","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CSD_Transfer_Out","BigPanda","2025-05-05 20:00","Himansu Kandwal"
"27819259","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CSD_Transfer_Out","BigPanda","2025-05-07 08:01","Himansu Kandwal"
"27835384","Closed","Incident - PROD - API - Data_Level - Location_API - Status_Code_Error : { 2 } alert","BigPanda","2025-05-09 04:53","Himansu Kandwal"
"27806478","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_Oakwood_UOD_Loaded","BigPanda","2025-05-05 17:30","Himansu Kandwal"
"27835589","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-09 05:31","Himansu Kandwal"
"27835409","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error success rate less than 99.9% in last 10 mins","BigPanda","2025-05-09 05:00","Himansu Kandwal"
"27834661","Closed","Incident - PROD - API - 3PL Ingestion - Snapshot Scheduler Job","BigPanda","2025-05-09 00:23","Zikria Shaik"
"27800816","Closed","user corrections | RE: 5004 Chilled Zeroisation","Areti Raghuram","2025-05-05 05:17","Areti Raghuram"
"27800828","Closed","user correction | Re: 2499","Ian","2025-05-05 05:20","Areti Raghuram"
"27833505","Closed","Incident - PROD - API - 3PL Ingestion - API is throwing error or excption while processing events received from whistl.","BigPanda","2025-05-08 17:04","Zikria Shaik"
"27824885","Closed","user corrections | FW: stock transfers","Karen Hinslea","2025-05-07 17:20","Areti Raghuram"
"27830044","Closed","Incident - PROD - API - Level - Level_V5_Access_Log - P99_Response_Time","BigPanda","2025-05-08 10:39","Himansu Kandwal"
"27830161","Closed","Incident - PROD - API - Level - Level_V5_Access_Log - P95_Response_Time","BigPanda","2025-05-08 10:47","Himansu Kandwal"
"27826612","Closed","supply service retry spike","Sajith Sanal","2025-05-08 04:19","Himansu Kandwal"
"27826961","Closed","Deliveries ingestion stock rest client exception","Sajith Sanal","2025-05-08 05:40","Himansu Kandwal"
"27826952","Closed","500 error in availability ISC dashboard","Sajith Sanal","2025-05-08 05:39","Himansu Kandwal"
"27830595","Closed","user correction | invoice refusal | stock services | RE: Tesco Invoice back out","Distribution Service Helpline Andrew","2025-05-08 11:26","Areti Raghuram"
"27830322","Closed","user corrections | invoice refusal | FW: Frozen high temp Llandudno 5052","Distribution Service Helpline Andrew","2025-05-08 11:01","Areti Raghuram"
"27829252","Closed","user corrections | alation counts","Areti Raghuram","2025-05-08 09:36","Areti Raghuram"
"27829583","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-08 10:01","Himansu Kandwal"
"27828520","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-08 08:31","Himansu Kandwal"
"27816970","Closed","Incident - PROD - API - Whistl Snapshot - Stock quantity mismatch identified during the EOD snapshot","BigPanda","2025-05-07 00:01","Himansu Kandwal"
"27763992","Closed","Incident - PROD - API - 3PL Ingestion - Snapshot Scheduler Job","BigPanda","2025-04-30 00:23","Himansu Kandwal"
"27826597","Closed","Sales Delayed transaction alert to be checked","Sajith Sanal","2025-05-08 04:15","Himansu Kandwal"
"27828144","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-08 08:00","Himansu Kandwal"
"27808793","Closed","Incident - PROD - Transaction Drop Alert MODERNSTOCKTAKE_COUNTS","BigPanda","2025-05-06 06:00","Himansu Kandwal"
"27813340","Closed","user corrections | stockservices | FW: Input Receiving Forms 28-04-2025","Karen Hinslea","2025-05-06 12:28","Areti Raghuram"
"27825943","Closed","Incident - PROD - API - 3PL Ingestion - Snapshot Scheduler Job","BigPanda","2025-05-08 00:24","Nadhiya K"
"27817023","Closed","Incident - PROD - API - 3PL Ingestion - Snapshot Scheduler Job","BigPanda","2025-05-07 00:23","Nadhiya K"
"27822876","Closed","Sales Delayed transaction alert to be checked","Himansu Kandwal","2025-05-07 13:08","Himansu Kandwal"
"27759116","Closed","Incident - PROD - Ingestion - Level - Supply_Outdated_Transactions","BigPanda","2025-04-29 11:11","Himansu Kandwal"
"27812445","Closed","Incident - PROD - Ingestion - Level - Supply_Outdated_Transactions","BigPanda","2025-05-06 11:11","Himansu Kandwal"
"27628672","Closed","Duplicate GAP events sent from PDA to Stock Service","HSC_IT_Stock_Services","2025-04-11 13:34","Himansu Kandwal"
"27826587","Closed","Supply service document exists exception","Sajith Sanal","2025-05-08 04:12","Himansu Kandwal"
"27826591","Closed","Correction ingestion duplicate transaction","Sajith Sanal","2025-05-08 04:13","Himansu Kandwal"
"27773462","Closed","Incident - MISSING-VALUE - <missing-bp_service>","BigPanda","2025-04-30 22:00","Vijay Rai"
"27753700","Closed","Incident - MISSING-VALUE - <missing-bp_service>","BigPanda","2025-04-28 22:00","Vijay Rai"
"27825366","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-07 20:01","Himansu Kandwal"
"27768124","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-04-30 09:31","Himansu Kandwal"
"27820652","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-07 10:01","Himansu Kandwal"
"27819248","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-07 08:00","Himansu Kandwal"
"27824838","Closed","user corrections | invoice refusal | stock services |Tesco Invoice back out","Distribution Service Helpline Andrew","2025-05-07 17:09","Areti Raghuram"
"27824356","Closed","user corrections | alation counts | May 5th","Areti Raghuram","2025-05-07 15:40","Areti Raghuram"
"27819587","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error more than 20 5xx errors in last 3 mins","BigPanda","2025-05-07 08:31","Himansu Kandwal"
"27810626","Closed","Incident - PROD - Policy: 'kafka_lag_correction_ingestion'. Condition: 'correction_sce_rfid_stockcount_event_ext_lag'","BigPanda","2025-05-06 08:50","Himansu Kandwal"
"27810165","Closed","Incident - PROD - Policy: 'kafka_lag_correction_ingestion'. Condition: 'correction_rfs_ext_lag'","BigPanda","2025-05-06 08:16","Himansu Kandwal"
"27813361","Closed","user corrections | stockservices | Re: stock transfers","Karen Hinslea","2025-05-06 12:30","Himansu Kandwal"
"27800734","Closed","Incident - PROD - Transfers Ingestion","BigPanda","2025-05-05 05:00","Himansu Kandwal"
"27758229","Closed","Transfers - Transfers issues","Killian Byrne","2025-04-29 10:02","Himansu Kandwal"
"27750459","Closed","Transfers - Transfers issues","declan cullen","2025-04-28 12:44","Himansu Kandwal"
"27796945","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CSD_Transfer_Out","BigPanda","2025-05-04 08:00","Areti Raghuram"
"27813368","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-06 12:31","Himansu Kandwal"
"27801183","Closed","PDA Waste events with incorrect quantity type Value = ""Value""","Himansu Kandwal","2025-05-05 06:18","Himansu Kandwal"
"27817844","Closed","Incident - PROD - API - Level - Level_V5 - 5xx_Error","BigPanda","2025-05-07 05:06","Himansu Kandwal"
"27817736","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error more than 20 5xx errors in last 3 mins","BigPanda","2025-05-07 04:51","Himansu Kandwal"
"27817785","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error success rate less than 99.9% in last 10 mins","BigPanda","2025-05-07 05:00","Himansu Kandwal"
"27813303","Closed","user corrections | stockservices | invoice refusal | RE: Back out invoices","Distribution Service Helpline Andrew","2025-05-06 12:25","Areti Raghuram"
"27800838","Closed","user corrections | FW: stock transfers 5199 to Mult","Neil Brimmer","2025-05-05 05:23","Areti Raghuram"
"27813381","Closed","user corrections | alation count corrections","Areti Raghuram","2025-05-06 12:32","Areti Raghuram"
"27803333","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-05 10:01","Himansu Kandwal"
"27764375","Closed","Incident - PROD - prod-stock-level-v5-other-Reliability (scs-automated)","BigPanda","2025-04-30 02:12","Himansu Kandwal"
"27764298","Closed","Incident - PROD - prod-stock-availability-v6-other-Reliability (scs-automated)","BigPanda","2025-04-30 01:54","Himansu Kandwal"
"27708113","Closed","Incident - MISSING-VALUE - <missing-bp_service>","BigPanda","2025-04-23 06:31","Himansu Kandwal"
"27811940","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-06 10:31","Himansu Kandwal"
"27809940","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-06 08:00","Himansu Kandwal"
"27811521","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-06 10:01","Himansu Kandwal"
"27791882","Closed","Incident - PROD - Ingestion - Avail - Transaction_Drop - Ingestion_Receiving_Adjustment","BigPanda","2025-05-03 07:16","Himansu Kandwal"
"27791014","Closed","Incident - PROD - StockService - Access_Exception - level-data-int-lb-ss-cd1-prd.tgrc.tesco.org/v1/data","BigPanda","2025-05-03 03:33","Himansu Kandwal"
"27754163","Closed","Incident - PROD - Transfers Ingestion","BigPanda","2025-04-29 01:05","Himansu Kandwal"
"27792147","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-03 08:00","Himansu Kandwal"
"27810256","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 2 } alert","BigPanda","2025-05-06 08:24","Himansu Kandwal"
"27676793","Closed","Incident - PROD - API - Whistl Snapshot - Stock quantity mismatch identified during the EOD snapshot","BigPanda","2025-04-18 00:01","Himansu Kandwal"
"27631121","Closed","Incident - PROD - Ingestion - Level - Transaction_Spike - MissingUOD_LoadWithoutPickEvent_PBL","BigPanda","2025-04-11 23:58","Himansu Kandwal"
"27807972","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - MODERNSTOCKTAKE_COUNTS","BigPanda","2025-05-06 03:30","Himansu Kandwal"
"27800640","Closed","user corrections | invoice refusal | Back out warm load - HENLEAZE EXPRESS - store number 2648. delivery date 02/05/2025. invoice number 7443815","Distribution Service Helpline Andrew","2025-05-05 04:37","Areti Raghuram"
"27797430","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-04 10:01","Areti Raghuram"
"27803334","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-05 10:01","Himansu Kandwal"
"27803957","Closed","Mango PPE : OFS returning 500 error for knex(phones) fulfilments","Divya Nellekeri","2025-05-05 10:58","Zikria Shaik"
"27800636","Closed","user corrections | FW: stock transfers 6707 and 3479","Neil Brimmer","2025-05-05 04:35","Areti Raghuram"
"27801562","Closed","user corrections | FW: UOD Lister (Single Sheet).xlsm","Humphreys, Lyn","2025-05-05 07:10","Areti Raghuram"
"27800848","Closed","user corrections | Re: UOD transfer form 4794 to 5448.xlsx","James Rigby","2025-05-05 05:25","Areti Raghuram"
"27799606","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CR_Counts","BigPanda","2025-05-04 20:45","Areti Raghuram"
"27802622","Closed","Incident - PROD - Stock 3pl Ingestion","BigPanda","2025-05-05 09:01","Himansu Kandwal"
"27678062","Closed","STOCK_UPDATE topic , eventType Waste","Rahul Bansal","2025-04-18 06:31","Rahul Bansal"
"27745247","Closed","Incident - PROD - Transfers Ingestion","BigPanda","2025-04-28 05:00","Himansu Kandwal"
"27795230","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_CR_Counts","BigPanda","2025-05-03 19:45","Himansu Kandwal"
"27794830","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - CR_Count","BigPanda","2025-05-03 16:45","Himansu Kandwal"
"27721340","Closed","Incident - PROD - Level - Ingestion - Counts ingestions","BigPanda","2025-04-24 12:07","Himansu Kandwal"
"27715701","Closed","Incident - PROD - Level - Ingestion - Counts ingestions","BigPanda","2025-04-24 00:07","Himansu Kandwal"
"27693795","Closed","Incident - PROD - Stock 3pl Ingestion","BigPanda","2025-04-21 09:01","Himansu Kandwal"
"27785533","Closed","Incident - PROD - Ingestion - Level - Scheduler_Service - Pending_Schedule_Count","BigPanda","2025-05-02 09:45","Himansu Kandwal"
"27800842","Closed","P99 breaches in Availability API","Sajith Sanal","2025-05-05 05:24","Himansu Kandwal"
"27765603","Closed","Deliveries ingestion stock rest client exception spike","Sajith Sanal","2025-04-30 05:52","Himansu Kandwal"
"27762320","Closed","Didn't receive EDS file for 2025-04-29 for GB stores","Brindha Balasubramanian","2025-04-29 15:42","Himansu Kandwal"
"27802048","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-05 08:00","Himansu Kandwal"
"27783007","Closed","Spike in Sales and FPS","Sajith Sanal","2025-05-02 05:20","Himansu Kandwal"
"27782998","Closed","Spike in Lead Events","Sajith Sanal","2025-05-02 05:19","Himansu Kandwal"
"27736389","Closed","Incident - PROD - Recoverability","BigPanda","2025-04-26 09:00","Himansu Kandwal"
"27785724","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-02 10:01","Himansu Kandwal"
"27800392","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - MODERNSTOCKTAKE_COUNTS","BigPanda","2025-05-05 03:30","Himansu Kandwal"
"27801053","Closed","Incident - PROD - Transaction Drop Alert MODERNSTOCKTAKE_COUNTS","BigPanda","2025-05-05 06:00","Himansu Kandwal"
"27800773","Closed","Incident - PROD - API - Level - Level_V5 - 5xx_Error","BigPanda","2025-05-05 05:06","Areti Raghuram"
"27801318","Closed","user corrections | alation count corrections","Areti Raghuram","2025-05-05 06:37","Areti Raghuram"
"27796941","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-04 08:00","Himansu Kandwal"
"27797429","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-04 10:01","Himansu Kandwal"
"27793219","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-03 11:01","Himansu Kandwal"
"27790152","Closed","Incident - PROD - API - Avail - Avail_V6 - Couchbase Slowness Detected","BigPanda","2025-05-02 20:02","Himansu Kandwal"
"27790793","Closed","Incident - PROD - Policy: 'kafka_lag_waste_ingestion'. Condition: '231_SS_stockwaste_ext_ product_Lag'","BigPanda","2025-05-03 01:27","Zikria Shaik"
"27800188","Closed","Run Dashboard Monitoring - Level API P99 Breach","Zikria Shaik","2025-05-05 02:07","Zikria Shaik"
"27800176","Closed","Run Dashboard Monitoring - Level API P99 Breach","Zikria Shaik","2025-05-05 02:01","Zikria Shaik"
"27797182","Closed","Incident - PROD - Stock 3pl Ingestion","BigPanda","2025-05-04 09:01","Zikria Shaik"
"27796959","Closed","Incident - PROD - API - 3PL Ingestion - API is throwing error or excption while processing events received from whistl.","BigPanda","2025-05-04 08:03","Zikria Shaik"
"27792337","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-03 08:31","Zikria Shaik"
"27792880","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Ingestion_RFS_Counts","BigPanda","2025-05-03 10:01","Zikria Shaik"
"27791986","Closed","Incident - PROD - Ingestion - Avail - Transaction_Drop - Receiving_Adjustment","BigPanda","2025-05-03 07:33","Zikria Shaik"
"27786990","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 2 } alert","BigPanda","2025-05-02 11:54","Himansu Kandwal"
"27782992","Closed","P99 Breaches in Level and Availability","Sajith Sanal","2025-05-02 05:18","Himansu Kandwal"
"27754523","Closed","Incident - PROD - API - 3PL Ingestion - API is responding either non 200 Or LoadBalancer is not making call to Keep Alive Endpoint","BigPanda","2025-04-29 03:11","Vijay Rai"
"27734149","Closed","Incident - MISSING-VALUE - <missing-bp_service>","BigPanda","2025-04-25 22:00","Vijay Rai"
"27715469","Closed","Incident - MISSING-VALUE - <missing-bp_service>","BigPanda","2025-04-23 22:00","Vijay Rai"
"27682928","Closed","Incident - MISSING-VALUE - <missing-bp_service>","BigPanda","2025-04-18 22:00","Vijay Rai"
"27774965","Closed","Incident - PROD - API - Level - Level_V5 - 5xx_Error","BigPanda","2025-05-01 06:06","Himansu Kandwal"
"27783014","Closed","Spike in Retries - Deliveries","Sajith Sanal","2025-05-02 05:21","Himansu Kandwal"
"27786517","Closed","user corrections | invoice refusal | RE: Back out of please","Distribution Service Helpline Andrew","2025-05-02 11:06","Areti Raghuram"
"27784301","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-02 08:00","Himansu Kandwal"
"27775932","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_RFS_Counts","BigPanda","2025-05-01 08:00","Himansu Kandwal"
"27765036","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - MODERNSTOCKTAKE_COUNTS","BigPanda","2025-04-30 04:30","Himansu Kandwal"
"27764834","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_Transfer_in","BigPanda","2025-04-30 04:02","Himansu Kandwal"
"27764745","Closed","Incident - PROD - Ingestion - Level - Transaction_Drop - Supply_ISB_Ordering_Deliveries","BigPanda","2025-04-30 04:00","Himansu Kandwal"
"27762020","Closed","Incident - PROD - Ingestion - Avail - Transaction_Drop - Ingestion_Eds","BigPanda","2025-04-29 15:04","Himansu Kandwal"
"27746004","Closed","Incident - PROD - API - Data_Level - Product_API - Status_Code_Error : { 20 } alert","BigPanda","2025-04-28 06:54","Himansu Kandwal"
"27786443","Closed","user corrections | invoice refusal | RE: back outs s","Distribution Service Helpline Andrew","2025-05-02 10:58","Areti Raghuram"
"27783002","Closed","user corrections | SRS central stock adjustment processing for Week 202509","Diksha Chowdhary","2025-05-02 05:19","Areti Raghuram"
"27783365","Closed","user corrections | UOD Lister (Single Sheet).xlsm","Areti Raghuram","2025-05-02 06:18","Areti Raghuram"
"27655550","Closed","Incident - PROD - Level - Ingestion - Counts ingestions","BigPanda","2025-04-15 12:09","Himansu Kandwal"
"27783127","Closed","user corrections | count corrections | alation | 29th and 30th April","Areti Raghuram","2025-05-02 05:38","Areti Raghuram"
"27783644","Closed","Incident - PROD - API - Data_Level - Location_API - Status_Code_Error : { 20 } alert","BigPanda","2025-05-02 06:53","Himansu Kandwal"
"27779915","Closed","Incident - PROD - Ingestion - Level - Scheduler_Service - Pending_Schedule_Count","BigPanda","2025-05-01 14:05","Himansu Kandwal"
"27784851","Closed","Run dashboards | retry spike for product, waste and trasnfers.","Zikria Shaik","2025-05-02 08:51","Zikria Shaik"
"27783031","Closed","user corrections | invoice refusal | FW: Tesco Invoice back out","Distribution Service Helpline Andrew","2025-05-02 05:24","Areti Raghuram"
"27783045","Closed","user corrections | invoice refusal | FW: Tesco Invoice back out","Distribution Service Helpline Andrew","2025-05-02 05:26","Areti Raghuram"
"27783765","Closed","Incident - PROD - API - Level - Level_V5 - 5xx_Error","BigPanda","2025-05-02 07:06","Himansu Kandwal"
"27784622","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-05-02 08:31","Himansu Kandwal"
"27759349","Closed","Incident - PROD - API - Level - Level_V5 - Couchbase Slowness Detected","BigPanda","2025-04-29 11:31","Himansu Kandwal"
"27783809","Closed","Incident - PROD - API - Avail - Avail_V6_GHS - 5xx_Error more than 20 5xx errors in last 3 mins","BigPanda","2025-05-02 07:11","Himansu Kandwal"
"27783023","Closed","Spike in Retries - Correction ingestion","Sajith Sanal","2025-05-02 05:23","Himansu Kandwal"
"27746238","Closed","Incident - PROD - Ingestion - Avail - Transaction_Drop - Ingestion_Receiving_Adjustment","BigPanda","2025-04-28 07:16","Himansu Kandwal"
